name,gs_email,as_chair,as_pc,as_author,papers
"Krauthgamer, Robert",@weizmann.ac.il,0,1,0,
"Kravets, Robin",@illinois.edu,0,1,0,
"Kreuter, Ben",,0,0,1,CCS_17_073
"Krieger, Orran",@bu.edu,0,1,0,
"Krim, Hamid",@ncsu.edu,0,0,1,SC_17_002
"Krintz, Chandra",,0,1,1,Cluster_17_024
"Krishna, Tushar",@ece.gatech.edu,0,0,2,"HPCA_17_017,ISPASS_17_006"
"Krishnamani, Venkittaraman Pallipuram",,0,1,0,
"Krishnamoorthy, Sriram",@pnnl.gov,0,5,8,"PPoPP_17_017,PPoPP_17_026,IPDPS_17_040,ICPP_17_008,Cluster_17_048,Cluster_17_065,HiPC_17_039,PLDI_17_009"
"Krishnamurthy, Akshay",@cs.umass.edu,0,0,1,KDD_17_037
"Krishnamurthy, Arvind",@cs.washington.edu,0,2,7,"NSDI_17_004,NSDI_17_005,NSDI_17_019,NSDI_17_032,ASPLOS_17_054,EuroSys_17_007,SIGCOMM_17_036"
"Krishnamurthy, Diwakar",@ucalgary.ca,0,4,1,ICPE_17_012
"Krishnamurthy, Rajasekar",@us.ibm.com,0,1,0,
"Krishnamurthy, Srikanth",@cs.ucr.edu,0,1,2,"IMC_17_008,CoNEXT_17_026"
"Krishnan, Akhil",,0,0,1,IPDPS_17_050
"Krishnan, Ganesh",,0,0,1,SIGMOD_17_042
"Krishnan, Ram",@utsa.edu,0,1,0,
"Kristensen, Erik Krogh",@cs.au.dk,0,0,1,OOPSLA_17_059
"Kristensen, Mads Ruben Burgdorff",@nbi.dk,0,0,1,SC_17_022
"Kronbichler, Martin",@lnm.mw.tum.de,0,0,1,ISC_17_013
"Kronenfeld, Nathan",,0,0,1,ICDM_17_054
"Krstovski, Kriste",,0,1,0,
"Kruegel, Christopher",@cs.ucsb.edu,0,0,6,"NDSS_17_035,NDSS_17_052,NDSS_17_068,CCS_17_022,CCS_17_072,CCS_17_131"
"Krupp, Johannes",@mmci.uni-saarland.de,0,0,1,IMC_17_007
"Kruschwitz, Udo",@essex.ac.uk,0,1,0,
"Krüger, Thorben",,0,0,1,IMC_17_006
"Kuang, Kun",@mails.tsinghua.edu.cn,0,0,1,KDD_17_019
"Kubiatowicz, John",@cs.berkeley.edu,0,0,1,HotOS_17_013
"Kucera, Martin",@tuwien.ac.at,0,0,1,CCS_17_025
"Kuck, David",MISSING,0,0,1,ICPE_17_002
"Kuenning, Geoff",@cs.hmc.edu,1,0,0,
"Kuenzer, Simon",,0,0,2,"VEE_17_002,SOSP_17_014"
"Kugve, Rohit",,0,0,1,ATC_17_018
"Kuhn, Fabian",@informatik.uni-freiburg.de,0,0,2,"PODC_17_003,PODC_17_013"
"Kuhn, Matthieu",,0,0,1,IPDPS_17_077
"Kuhn, Michael",@tik.ee.ethz.ch,0,0,1,Cluster_17_008
"Kuhnle, Alan",@ufl.edu,0,0,1,ICDM_17_048
"Kulik, Joanna",,0,0,1,SIGCOMM_17_030
"Kulkarni, Chinmay",@cs.utah.edu,0,0,1,SOSP_17_024
"Kulkarni, Milind",@purdue.edu,0,2,5,"PPoPP_17_017,PPoPP_17_023,ASPLOS_17_020,ISPASS_17_009,OOPSLA_17_058"
"Kulkarni, Purushottam",@cse.iitb.ac.in,0,1,2,"VEE_17_004,Middleware_17_018"
"Kulkarni, Sachin",,0,0,1,SOSP_17_006
"Kulkarni, Sameer G.",,0,0,1,SIGCOMM_17_035
"Kulkarni, Sandeep",@cse.msu.edu,0,0,1,PODC_17_023
"Kulkarni, Vinay",@tcs.com,0,0,1,SLE_17_004
"Kum, Hye-Chung",@tamu.edu,0,1,0,
"Kumano, Tatsuo",,0,0,1,SYSTOR_17_010
"Kumar, Akash",@tu-dresden.de,0,0,1,ASPLOS_17_021
"Kumar, Arun",,0,1,1,SIGMOD_17_086
"Kumar, Ashish",,0,0,1,NDSS_17_065
"Kumar, Harendra",,0,0,1,FAST_17_014
"Kumar, Jitendra",@climatemodeling.org,0,0,1,Cluster_17_027
"Kumar, Mohan",,0,0,1,EuroSys_17_015
"Kumar, Mohit",@wayne.edu,0,0,1,IGSC_17_011
"Kumar, Naveen",,0,0,1,ISCA_17_001
"Kumar, Pradeep",@email.gwu.edu,0,0,1,ATC_17_004
"Kumar, Pranith",@gatech.edu,0,0,2,"HPCA_17_034,IPDPS_17_059"
"Kumar, Rakesh",@illinois.edu,0,0,6,"HPCA_17_009,HPCA_17_015,HPCA_17_037,ASPLOS_17_001,ISCA_17_004,MICRO_17_022"
"Kumar, Rakesh",@ed.ac.uk,0,1,1,ISPASS_17_005
"Kumar, Ravi",@google.com,1,1,1,SIGIR_17_039
"Kumar, Sanjeev",@cs.princeton.edu,0,1,0,
"Kumar, Sidharth",@sci.utah.edu,0,0,1,HiPC_17_041
"Kumar, Snehasish",@sfu.ca,0,0,1,HPCA_17_043
"Kumar, Srijan",@cs.stanford.edu,0,1,0,
"Kumar, Subodh",,0,1,1,ICPP_17_057
"Kumar, Suraj",@inria.fr,0,0,1,IPDPS_17_076
"Kumar, Swarun",@cmu.edu,0,2,1,SIGCOMM_17_012
"Kumar, Vineet",@in.ibm.com,0,0,1,SIGIR_17_071
"Kumaran, Kalyan",@alcf.anl.gov,0,0,1,SC_17_048
"Kumbhare, Alok",@usc.edu,0,0,1,OOPSLA_17_024
"Kumlehn, Andreas",,0,0,1,FAST_17_016
"Kundu, Ashish",@us.ibm.com,0,1,0,
"Kundu, Sandip",@ecs.umass.edu,0,1,0,
"Kung, Jaeha",@gatech.edu,0,0,1,ISCA_17_031
"Kunjir, Mayuresh",@cs.duke.edu,0,0,1,SIGMOD_17_057
"Kunkel, Julian",@dkrz.de,0,2,0,
"Kunnoth, Subhash",,0,0,1,ISPASS_17_021
"Kuno, Harumi",,0,1,0,
"Kunz, Josh",@kunz.xyz,0,0,1,SOCC_17_010
"Kuppusamy, Trishank Karthik",@nyu.edu,0,0,1,ATC_17_051
"Kuraj, Ivan",,0,0,1,PLDI_17_016
"Kuramitsu, Kimio",,0,0,1,SLE_17_011
"Kurc, Tahsin",,0,1,2,"Cluster_17_003,Cluster_17_062"
"Kurland, Oren",,0,1,1,SIGIR_17_047
"Kurniawan, Daniar H.",@std.stei.itb.ac.id,0,0,1,SOCC_17_022
"Kurt, Mehmet",,0,1,0,
"Kurt, Sureyya Emre",@osu.edu,0,0,1,HiPC_17_022
"Kurth, Thorsten",@lbl.gov,0,0,1,SC_17_001
"Kurtz, Stuart A.",,0,0,1,ISCA_17_028
"Kuszmaul, Bradley",@mit.edu,0,0,1,FAST_17_004
"Kutlu, Mucahid",@qu.edu.qa,0,1,0,
"Kutzbach, Mark",@census.gov,0,0,1,SIGMOD_17_022
"Kuvaiskii, Dmitrii",@tu-dresden.de,0,0,1,EuroSys_17_016
"Kuzmanovic, Aleksandar",@northwestern.edu,0,0,1,CoNEXT_17_007
"Kuznetsov, Petr",@telecom-paristech.fr,0,0,1,EuroPar_17_002
"Kwiat, Kevin",,0,0,3,"CCGrid_17_048,CCGrid_17_049,CLOUD_17_007"
"Kwiatkowska, Marta",@comlab.ox.ac.uk,0,0,1,NDSS_17_014
"Kwok, James T.",@cse.ust.hk,0,0,1,ICDM_17_041
"Kwok, Ricky",@hku.hk,0,1,0,
"Kwon, Albert",@mit.edu,0,0,1,SOSP_17_025
"Kwon, Bum Jun",@umd.edu,0,0,2,"NDSS_17_023,CCS_17_090"
"Kwon, Donghyun",@sor.snu.ac.kr,0,0,1,NDSS_17_041
"Kwon, Hyoukjun",@gatech.edu,0,0,1,ISPASS_17_006
"Kwon, Miryeong",,0,0,2,"IISWC_17_008,IISWC_17_009"
"Kwon, Yongchul",@cs.washington.edu,0,1,0,
"Kwon, Yonghwi",,0,0,1,NDSS_17_066
"Kwon, Youngjin",@cs.utexas.edu,0,0,2,"HotOS_17_008,SOSP_17_028"
"Kwon, Yujin",@kaist.ac.kr,0,0,1,CCS_17_013
"Köpf, Boris",@imdea.org,0,0,1,PLDI_17_036
"Küsters, Ralf",,0,2,1,SP_17_001
"Küttler, Martin",,0,0,1,HotOS_17_015
"Kıcı, Rami Gökhan",,0,0,1,OOPSLA_17_062
"Laat, Cees De",@uva.nl,0,0,1,EuroPar_17_018
"Labarta, Jesus",@bsc.es,0,0,3,"CCGrid_17_055,IPDPS_17_080,Cluster_17_013"
"Labernia, Fabien",@dauphine.fr,0,0,1,ICDM_17_055
"Labrinidis, Alexandros",@cs.pitt.edu,0,1,0,
"Labrèche, François",,0,0,1,CCS_17_072
"Lacy, Steve",,0,0,1,ISCA_17_001
"Lafferty, John",,0,0,1,ICAC_17_003
"Lafond, Manuel",@uottawa.ca,0,0,1,SPAA_17_021
"Lafond, Sebastien",@abo.fi,0,1,0,
"Lagun, Dmitry",@google.com,0,1,0,
"Laguna, Ignacio",@llnl.gov,0,1,3,"PPoPP_17_021,IPDPS_17_031,SC_17_024"
"Lahav, Ori",@mpi-sws.org,0,0,2,"NSDI_17_040,PLDI_17_034"
"Lahiri, Kanishka",@amd.com,0,0,1,ISPASS_17_021
"Lai, Kwun Ping",,0,0,1,SIGIR_17_038
"Lai, Ted Tsung-Te",@meraki.com,0,0,1,IMC_17_014
"Lai, Yuanming",,0,0,1,VEE_17_011
"Lai, Zeqi",@purdue.edu,0,0,1,MobiCom_17_031
"Laine, Kim",,0,0,1,CCS_17_077
"Lakew, Ewnetu Bayuh",@cs.umu.se,0,0,1,CCGrid_17_070
"Lakhotia, Kartik",@usc.edu,0,0,1,HiPC_17_025
"Lakkaraju, Himabindu",@stanford.edu,0,1,1,KDD_17_020
"Lakshman, T. V.",@research.bell-labs.com,0,0,2,"SOCC_17_037,CoNEXT_17_029"
"Lakshmanan, Laks",@cs.ubc.ca,0,1,0,
"Lal, Akash",@microsoft.com,0,0,1,SOSP_17_038
"Lal, Sohan",@tu-berlin.de,0,0,1,IPDPS_17_110
"Lalanda, Philippe",@imag.fr,0,1,0,
"Lallemand, Joseph",,0,0,1,CCS_17_026
"Lalmas, Mounia",@acm.org,0,0,1,KDD_17_052
"Lam, Vinh The",,0,0,1,SIGCOMM_17_019
"Lam, Wai",@se.cuhk.edu.hk,0,1,2,"SIGIR_17_035,SIGIR_17_038"
"Lama, Palden",@utsa.edu,0,3,1,MASCOTS_17_005
"Lamond, Will",,0,1,0,
"Lamotte, Wim",@uhasselt.be,0,0,1,Cluster_17_053
"Lamprier, Sylvain",,0,1,0,
"Lan, Guohao",@cse.unsw.edu.au,0,0,1,NDSS_17_016
"Lan, Haidong",,0,0,2,"IPDPS_17_005,IPDPS_17_006"
"Lan, Yanyan",@ict.ac.cn,0,1,1,SIGIR_17_054
"Lan, Zhiling",@iit.edu,0,4,1,Cluster_17_055
"Landgraf, Joshua",,0,0,1,MICRO_17_013
"Landsiedel, Olaf",@chalmers.se,0,0,1,ICPP_17_048
"Lang, Kevin",,0,0,1,IMC_17_017
"Lang, Michael",@lanl.gov,0,0,1,SC_17_046
"Lange, John Jack",,0,3,0,
"Langen, Kai",,0,0,1,ISC_17_010
"Langer, Akhil",@illinois.edu,0,0,1,SC_17_057
"Langevin, Scott",,0,0,1,ICDM_17_054
"Langguth, Johannes",@simula.no,0,1,1,SC_17_037
"Langley, Adam",,0,0,1,SIGCOMM_17_030
"Langou, Julien",@ucdenver.edu,0,0,2,"IPDPS_17_066,HiPC_17_036"
"Lank, Edward",@uwaterloo.ca,0,0,1,SIGIR_17_015
"Lankes, Stefan",@eonerc.rwth-aachen.de,0,0,1,Cluster_17_042
"Lanzi, Andrea",@unimi.it,0,1,0,
"Lao, Ni",@google.com,0,1,0,
"Lao, Xun",,0,0,1,OOPSLA_17_008
"Laoutaris, Nikolaos",@datatransparencylab.org,0,1,2,"SIGCOMM_17_006,IMC_17_010"
"Laporte, Léa",@insa-lyon.fr,0,1,0,
"Laporte, Vincent",,0,0,2,"CCS_17_112,CCS_17_123"
"Lappas, Theodoros",@stevens.edu,0,1,0,
"Lapukhov, Petr",,0,0,2,"NSDI_17_026,SIGCOMM_17_020"
"Lara, Eyal De",@cs.toronto.edu,2,0,3,"VEE_17_008,SYSTOR_17_009,HotCloud_17_008"
"Larisch, James",@g.harvard.edu,0,0,1,SP_17_006
"Larkin, Jeff",,0,1,0,
"Larmore, Lawrence L.",@unlv.edu,0,0,1,IPDPS_17_019
"Laros, James",@sandia.gov,0,0,1,IGSC_17_010
"Larsen, Birger",@hum.aau.dk,0,1,0,
"Larsen, Per",@uci.edu,0,0,2,"NDSS_17_062,EuroSys_17_002"
"Larson, Martha",@tudelft.nl,0,1,0,
"Larus, James",@larusstone.org,0,0,2,"ATC_17_012,OOPSLA_17_017"
"Larus-Stone, Nicholas",,0,0,1,KDD_17_007
"Lascorz, Alberto Delmas",,0,0,1,MICRO_17_006
"Lascu, Andrei",,0,0,1,OOPSLA_17_009
"Lastovetsky, Alexey",@ucd.ie,0,4,0,
"Latecki, Longin Jan",@temple.edu,0,1,0,
"Latham, Robert",@mcs.anl.gov,0,1,1,IPDPS_17_058
"Lathia, Neal",@skyscanner.net,0,1,0,
"Lattanzi, Silvio",@google.com,0,3,1,KDD_17_024
"Lau, Francis C. M.",@cs.hku.hk,0,0,2,"CLOUD_17_028,SOCC_17_020"
"Laudon, James",,0,0,1,ISCA_17_001
"Lauinger, Tobias",,0,0,1,NDSS_17_010
"Laure, Erwin",@pdc.kth.se,0,2,0,
"Laurent, Anne",@univ-montp2.fr,0,1,0,
"Laurent, Nicolas",uclouvain.be,0,0,1,SLE_17_022
"Laurenzano, Michael",@eecs.umich.edu,0,0,1,MICRO_17_059
"Laurie, Ben",@google.com,0,0,1,ASPLOS_17_039
"Lautenschlager, Florian",,0,0,1,FAST_17_016
"Lavrijsen, Wim",,0,0,1,IPDPS_17_097
"Law, James",,0,0,1,ISCA_17_001
"Lawall, Julia",@diku.edu,0,0,2,"HotOS_17_016,ATC_17_002"
"Lawthers, Peter",,0,0,1,MICRO_17_035
"Lazarevic, Aleksandar",,0,1,0,
"Le, Diemthu",,0,0,1,ISCA_17_001
"Le, Franck",,0,0,2,"NSDI_17_007,CLOUD_17_028"
"Le, Trung",@deakin.edu.au,0,0,1,ICDM_17_056
"Le, Yanfang",,0,0,1,SOCC_17_037
"Lea, Doug",@cs.oswego.edu,0,3,0,
"Leary, Chris",,0,0,1,ISCA_17_001
"Lease, Matt",@utexas.edu,0,1,0,
"Leather, Hugh",@inf.ed.ac.uk,0,0,1,PACT_17_015
"Lebeane, Michael",@utexas.edu,0,0,1,SC_17_020
"Lebeck, Alvin R.",@cs.duke.edu,0,0,1,ASPLOS_17_053
"Lebeck, Alvy",,0,1,0,
"Lebeck, Kiron",,0,0,1,SP_17_039
"Lebedev, Ilia",@csail.mit.edu,0,0,1,CCS_17_151
"Leblay, Julien",@aist.go.jp,0,1,0,
"Leblond, Stevens",,0,0,1,SP_17_052
"Lebre, Adrien",@inria.fr,0,1,0,
"Leckie, Christopher",@unimelb.edu.au,0,0,1,SIGIR_17_033
"Lecuyer, Mathias",@cs.columbia.edu,0,0,1,SP_17_036
"Ledoux, Franck",@cea.fr,0,0,1,EuroPar_17_003
"Lee, Ben",@duke.edu,0,1,0,
"Lee, Benjamin C.",@duke.edu,0,3,1,HPCA_17_031
"Lee, Byoungyoung",@purdue.edu,0,1,3,"NDSS_17_050,ATC_17_052,CCS_17_147"
"Lee, Chanhee",,0,0,1,NDSS_17_006
"Lee, Chia-Jung",,0,1,0,
"Lee, Chunghan",@jp.fujitsu.com,0,0,1,SYSTOR_17_010
"Lee, Danny H.",@gatech.edu,0,0,1,IMC_17_004
"Lee, Dik",@cse.UST.hk,0,0,1,KDD_17_008
"Lee, Dik Lun",@cse.UST.hk,0,0,1,ICDM_17_041
"Lee, Donggi",,0,0,1,HotStorage_17_012
"Lee, Donghyuk",@nvidia.com,0,0,6,"HPCA_17_016,SIGMETRICS_17_013,SIGMETRICS_17_015,MICRO_17_005,MICRO_17_007,MICRO_17_023"
"Lee, Dongsoo",,0,0,1,CCS_17_091
"Lee, Dongyoon",@vt.edu,0,2,2,"ASPLOS_17_011,EuroSys_17_012"
"Lee, Doowon",@umich.edu,0,0,1,ISCA_17_016
"Lee, Eojin",@snu.ac.kr,0,0,2,"HPCA_17_039,IISWC_17_022"
"Lee, Eun Kyung",@us.ibm.com,0,0,1,HiPC_17_026
"Lee, Gil",@ufl.edu,0,0,1,ICAC_17_005
"Lee, Gregory L.",,0,0,1,PPoPP_17_021
"Lee, Gyu-Hyeon",,0,0,1,ISPASS_17_007
"Lee, Heejo",@korea.ac.kr,0,0,1,SP_17_055
"Lee, Hyun Ryong",,0,0,1,ISCA_17_045
"Lee, I-Ting Angelina",@wustl.edu,0,2,1,PPoPP_17_023
"Lee, Jae",,0,1,0,
"Lee, Jae W.",@snu.ac.kr,0,0,4,"HPCA_17_039,ASPLOS_17_006,ASPLOS_17_052,HiPC_17_029"
"Lee, Jaegyu",@intel.com,0,0,1,HotStorage_17_012
"Lee, Jaehwan",@cs.umd.edu,0,0,1,Cluster_17_025
"Lee, Jaejin",@snu.ac.kr,0,3,1,ISPASS_17_019
"Lee, Jaemin",,0,0,1,HotStorage_17_014
"Lee, Jaewon",@postech.ac.kr,0,0,1,ISPASS_17_007
"Lee, Jeongkeun",@barefootnetworks.com,0,0,2,"SIGCOMM_17_022,SOSP_17_008"
"Lee, Jinpil",,0,1,0,
"Lee, John",,0,0,1,CIDR_17_015
"Lee, Joonwon",,0,0,2,"FAST_17_024,HotStorage_17_017"
"Lee, Juneyoung",,0,0,1,PLDI_17_047
"Lee, Junghee",@utsa.edu,0,0,1,HotStorage_17_010
"Lee, Kisung",@lsu.edu,0,0,2,"CLOUD_17_019,CLOUD_17_021"
"Lee, Kyu Hyung",@uga.edu,0,1,2,"NDSS_17_011,NDSS_17_066"
"Lee, Kyumin",@usu.edu,0,1,0,
"Lee, Kyungyong",@acis.ufl.edu,0,0,1,CLOUD_17_013
"Lee, Patrick P. C.",@cse.cuhk.edu.hk,0,1,3,"SYSTOR_17_002,ATC_17_043,SIGCOMM_17_007"
"Lee, Ruby B.",@princeton.edu,0,0,1,MICRO_17_024
"Lee, Sael",@sunykorea.ac.kr,0,0,1,SIGMOD_17_032
"Lee, Sangho",@gatech.edu,0,0,3,"NDSS_17_051,ATC_17_052,CCS_17_024"
"Lee, Sangkeun",@ornl.gov,0,0,1,HiPC_17_006
"Lee, Sangkuen",,0,0,1,CCGrid_17_057
"Lee, Se Kwon",,0,0,2,"FAST_17_018,ISPASS_17_017"
"Lee, Seokki",,0,0,1,CIDR_17_007
"Lee, Seongjin",@hanyang.ac.kr,0,0,1,ICPE_17_020
"Lee, Seonyoung",,0,0,1,PACT_17_014
"Lee, Seungsoo",@kaist.ac.kr,0,0,1,NDSS_17_006
"Lee, Seungyoung",,0,0,1,ICPE_17_017
"Lee, Seyong",@ornl.gov,0,2,3,"IPDPS_17_113,IPDPS_17_114,SC_17_053"
"Lee, Shin-Ying",,0,0,1,IISWC_17_005
"Lee, Suk-Bok",,0,0,1,NSDI_17_011
"Lee, Sukhan",,0,0,2,"IISWC_17_012,IISWC_17_022"
"Lee, Sung-Ju",@kaist.ac.kr,0,2,0,
"Lee, Sungjin",@csail.mit.edu,0,1,1,ATC_17_057
"Lee, Sunwoo",@eecs.northwestern.edu,0,0,1,HiPC_17_010
"Lee, Victor",@intel.com,0,1,0,
"Lee, Victor W.",@intel.com,0,0,1,ASPLOS_17_056
"Lee, Vincent T.",,0,0,1,IPDPS_17_052
"Lee, Wang-Chien",@cse.psu.edu,0,0,1,KDD_17_063
"Lee, Wenke",@cc.gatech.edu,0,2,5,"NDSS_17_061,ATC_17_021,SP_17_008,CCS_17_024,CCS_17_134"
"Lee, Wonchan",@uiowa.edu,0,0,1,SC_17_013
"Lee, Yann-Hang",,0,0,1,IPDPS_17_039
"Lee, Yebin",,0,0,1,HPCA_17_014
"Lee, Yeonjoon",@indiana.edu,0,0,1,CCS_17_050
"Lee, Yongmyung",,0,0,1,HotStorage_17_012
"Lee, Young Choon",@mq.edu.au,0,0,2,"CCGrid_17_037,CCGrid_17_062"
"Lee, Youngmoon",@umich.edu,0,0,1,NSDI_17_037
"Lee, Yunseong",,0,0,1,EuroSys_17_005
"Leesatapornwongsa, Tanakorn",@cs.uchicago.edu,0,0,2,"HotOS_17_021,SOCC_17_022"
"Leeuwaarden, Johan S. H. Van",@tue.nl,0,0,1,SIGMETRICS_17_002
"Lefevre, Jeff",@soe.ucsc.edu,0,0,1,EuroSys_17_029
"Lefevre, Kristen",,0,1,0,
"Lefevre, Laurent",,0,1,1,CCGrid_17_045
"Lefèvre, Laurent",,0,0,1,EuroPar_17_008
"Legout, Vincent",@legout.info,0,0,1,ASPLOS_17_044
"Legrand, Arnaud",@imag.fr,0,2,2,"EuroPar_17_030,Cluster_17_010"
"Legtchenko, Sergey",@microsoft.com,0,0,1,HotStorage_17_002
"Lehmann, Anja",@zurich.ibm.com,0,0,1,SP_17_033
"Lehmann, Irina",,0,0,1,SP_17_022
"Lehner, Wolfgang",@tu-dresden.de,0,1,2,"SIGMOD_17_085,EuroPar_17_027"
"Lehri, Harshal Tushar",,0,0,1,SIGMOD_17_008
"Lei, Chuan",,0,0,1,SIGMOD_17_029
"Lei, Dongming",,0,0,1,KDD_17_005
"Lei, Hui",@us.ibm.com,1,1,0,
"Lei, Lingguang",,0,0,1,CCS_17_065
"Leidel, John",@ttu.edu,0,1,0,
"Leininger, Matthew",,0,0,1,SC_17_044
"Leis, Viktor",@in.tum.de,0,0,1,CIDR_17_009
"Leiserson, Charles E.",@mit.edu,0,0,1,PPoPP_17_002
"Leiserson, William M.",,0,0,1,EuroSys_17_035
"Leitner, Philipp",@ifi.uzh.ch,0,1,2,"ICPE_17_027,CCGrid_17_067"
"Lekies, Sebastian",,0,0,1,CCS_17_106
"Lelarge, Marc",@ens.fr,0,1,0,
"Lemarchand, Laurent",@univ-brest.fr,0,0,1,CCGrid_17_033
"Lemarinier, Pierre",,0,1,0,
"Leme, Renato Paes",@cs.cornell.edu,0,0,1,KDD_17_024
"Lempiäinen, Tuomo",@aalto.fi,0,0,1,PODC_17_010
"Len, Julia",,0,0,1,CCS_17_055
"Leners, Joshua B.",,0,0,1,SOSP_17_033
"Leng, Jiabing",,0,0,1,ICPP_17_005
"Lengauer, Philipp",,0,0,1,ICPE_17_001
"Lengler, Johannes",@inf.ethz.ch,0,0,1,PODC_17_032
"Lenharth, Andrew",@ices.utexas.edu,0,1,0,
"Lenk, Alexander",@lenkmail.de,0,1,0,
"Lent, Ricardo",@uh.edu,0,1,0,
"Leon, Edgar A.",@cs.unm.edu,0,0,2,"HPDC_17_013,SC_17_044"
"Leong, Ben",@comp.nus.edu.sg,0,0,1,CoNEXT_17_025
"Leong, Wai Kay",@comp.nus.edu.sg,0,0,1,CoNEXT_17_025
"Leontiadis, Ilias",@cl.cam.ac.uk,0,0,1,IMC_17_024
"Leontiadis, Nektarios",@fb.com,0,0,1,IMC_17_021
"Lepers, Baptiste",@epfl.ch,0,0,2,"HotOS_17_016,ATC_17_048"
"Lerch, Johannes",@cs.tu-darmstadt.de,0,0,1,SP_17_016
"Lerman, Kristina",@isi.edu,0,1,0,
"Lerner, Ada",@wellesley.edu,0,0,1,CCS_17_108
"Lerner, Alberto",,0,1,0,
"Lerner, Sorin",@cs.ucsd.edu,0,1,0,
"Leroy, Xavier",@inria.fr,0,0,1,PLDI_17_002
"Leskes, Boaz",,0,0,1,HotCloud_17_013
"Leskovec, Jure",@cs.stanford.edu,0,1,4,"KDD_17_001,KDD_17_020,KDD_17_045,KDD_17_056"
"Lesniewski-Lass, Chris",,0,0,1,NSDI_17_001
"Lesokhin, Ilya",,0,0,1,ASPLOS_17_031
"Letsios, Dimitris",@imperial.ac.uk,0,1,0,
"Lettieri, Giuseppe",@unipi.it,0,0,1,SOCC_17_012
"Leung, Derek",@i2r.a-star.edu.sg,0,0,1,SOSP_17_026
"Leung, Vitus J.",,0,1,2,"CCGrid_17_036,ISC_17_019"
"Leuschner, Linda",,0,0,1,HotOS_17_015
"Lev, Yossi",@oracle.com,0,0,1,PODC_17_021
"Levandoski, Justin",@microsoft.com,0,1,1,CIDR_17_032
"Levchenko, Kirill",@cs.ucsd.edu,0,0,3,"SP_17_018,SP_17_052,CCS_17_094"
"Levendovszky, Tihamer",MISSING,0,1,0,
"Levenhagen, Michael",,0,0,1,IGSC_17_010
"Lever, Charles",@gatech.edu,0,0,1,CCS_17_036
"Lever, Chaz",@gatech.edu,0,0,1,SP_17_002
"Levi, Gabriel",,0,0,1,OOPSLA_17_022
"Levin, Dave",@cs.umd.edu,0,0,2,"SP_17_006,IMC_17_022"
"Levine, Brian N.",@cs.umass.edu,0,1,1,MobiCom_17_033
"Levis, Philip",@cs.stanford.edu,0,0,2,"ATC_17_039,SOSP_17_015"
"Levitt, James",,0,0,1,SC_17_050
"Levy, Amit",,0,0,1,SOSP_17_015
"Levy, Scott",@sandia.gov,0,0,1,Cluster_17_064
"Lezzi, Daniele",@bsc.es,0,1,0,
"Lhoták, Ondřej",,0,1,4,"OOPSLA_17_001,OOPSLA_17_002,PLDI_17_014,PLDI_17_030"
"Li, Ang",@pnnl.gov,0,0,3,"ASPLOS_17_021,MICRO_17_039,SC_17_022"
"Li, Baochun",@ece.toronto.edu,0,0,1,HotCloud_17_001
"Li, Bin",@fudan.edu.cn,0,0,1,ICDM_17_028
"Li, Bingchao",,0,0,1,IPDPS_17_009
"Li, Bo",@uga.edu,0,0,1,NDSS_17_011
"Li, Bo",,0,0,1,HPDC_17_013
"Li, Bo",@tsinghua.edu.cn,0,0,1,KDD_17_019
"Li, Bojie",@microsoft.com,0,0,1,SOSP_17_009
"Li, Changzhi",@ttu.edu,0,0,1,MobiCom_17_024
"Li, Chao",,0,1,1,CLOUD_17_004
"Li, Chen",,0,1,1,HPCC_17_046
"Li, Cheng",@deakin.edu.au,0,0,1,ICDM_17_012
"Li, Cheng",@umich.edu,0,2,0,
"Li, Cheng-Te",,0,2,0,
"Li, Chengkai",@uta.edu,0,1,0,
"Li, Chenliang",@whu.edu.cn,0,1,0,
"Li, Chongrong",,0,0,1,MASCOTS_17_010
"Li, Conglong",@cs.cmu.edu,0,0,1,SOCC_17_013
"Li, Dong",@ucmerced.edu,0,3,3,"Cluster_17_017,Cluster_17_049,SC_17_055"
"Li, Dongsheng",@nudt.edu.cn,0,0,1,ATC_17_044
"Li, Dongwei",,0,0,1,CLOUD_17_010
"Li, Fangfan",@husky.neu.edu,0,0,1,IMC_17_009
"Li, Feifei",@cs.utah.edu,0,1,1,CCS_17_080
"Li, Fengan",,0,0,1,SIGMOD_17_086
"Li, Frank",@berkeley.edu,0,0,5,"EuroSys_17_008,SP_17_004,CCS_17_089,CCS_17_136,IMC_17_016"
"Li, Fuliang",,0,0,1,CLOUD_17_017
"Li, Guangpu",@ouhsc.edu,0,0,1,ASPLOS_17_046
"Li, Guanpeng",@ece.ubc.ca,0,0,1,SC_17_006
"Li, Guo",,0,0,1,SP_17_018
"Li, Guoliang",@tsinghua.edu.cn,0,1,1,SIGMOD_17_075
"Li, Hai",,0,0,1,HPCA_17_041
"Li, Hang",@huawei.com,1,0,0,
"Li, Hangyu",,0,0,1,HotCloud_17_002
"Li, Harry Huan",,0,0,1,SYSTOR_17_014
"Li, Hongbo",@ucr.edu,0,0,2,"SC_17_025,SC_17_059"
"Li, Hongda",@clemson.edu,0,0,1,NDSS_17_008
"Li, Hongliang",,0,0,1,Cluster_17_039
"Li, Huaicheng",@cs.uchicago.edu,0,0,2,"FAST_17_002,SOSP_17_011"
"Li, Huang",,0,0,1,SLE_17_002
"Li, Huayu",@uncc.edu,0,0,1,KDD_17_043
